ID,GameFormat,SR,BattingInnings,IsOut,Opposition,Ground,TossResult,MatchTime,isTossWon,Fantasy,isHomeGround,GroundWL,GroundRPO,GroundAvg,TossWL,TossRPO,TossAvg,inningsWL,inningsRPO,inningsAverage,Average,Innings,Centuries,Fifties,Zeros,Consistency,Form,Venue,Opps,MaxTemp,MinTemp,MaxWind,Tournament,BattingOrder,Role,Country,Batting Hand,Age
8917,6,127.3564464,2,1,Daredevils,Delhi,field,night,1,-1,0,1.041,7.97,26.06,1.268,8.38,26.5,0.847,7.94,25.34,21.37272727,123,0,12,17,2.8621,1.6449,3.8708,1.0927,40.7,27.3,28.8,IPL,1,ALL,England,LHB,31
554691,6,132.0754717,2,1,KKR,Indore,field,daynight,1,43,1,1.744,8.17,21.99,1.653,8.26,22.62,0.573,8.17,25.66,19.81132075,77,0,0,6,2.1893,1.7959,3.3948,2.4665,40.2,28.5,22.2,IPL,3,ALL,India,LHB,24
398439,6,130.031746,2,1,KKR,Indore,field,daynight,1,3,1,1.744,8.17,21.99,1.653,8.26,22.62,0.573,8.17,25.66,24.6746988,90,2,10,3,2.7039,2.6483,3.7882,3.3189,40.2,28.5,22.2,IPL,2,BAT,India,RHB,27
1070173,6,137.2340426,1,0,Kings XI,Indore,field,daynight,0,38,0,1.744,7.74,25.41,0.604,8.03,24.82,0.573,7.76,21.96,32.25,7,0,1,0,2.8179,3.5007,1.3382,2.1229,40.2,28.5,22.2,IPL,3,BAT,India,RHB,19
537119,6,107.2580645,2,0,KKR,Indore,field,daynight,1,14,1,1.744,8.17,21.99,1.653,8.26,22.62,0.573,8.17,25.66,8.3125,30,0,0,3,1.5393,1.4939,1.3382,1.8023,40.2,28.5,22.2,IPL,4,BOWL,India,RHB,30
1070183,6,0.0,1,0,RCB,Delhi,field,night,0,96,1,1.041,8.19,24.64,0.788,8.34,26.9,0.847,8.04,24.75,0.0,0,0,0,0,0.9353,0.9353,1.3382,1.0927,40.7,27.3,28.8,IPL,3,BAT,India,LHB,18
277916,6,118.5065741,2,1,MI,Wankhede,field,night,1,61,0,1.25,8.23,27.2,1.38,8.43,26.58,0.732,8.32,26.77,29.12804878,183,1,35,17,3.4865,2.6483,4.2372,4.5391,29.5,28.2,25.9,IPL,2,BAT,India,RHB,30
34102,6,133.5484817,1,1,RR,Wankhede,field,night,0,-4,1,1.25,8.32,25.62,0.724,8.41,27.14,0.732,8.29,26.23,31.94385965,338,6,65,22,4.0142,3.5007,4.2372,3.5755,29.5,28.2,25.9,IPL,2,BAT,India,RHB,31
308967,6,141.6343356,2,0,MI,Wankhede,field,night,1,194,0,1.25,8.23,27.2,1.38,8.43,26.58,0.732,8.32,26.77,28.63235294,255,0,35,12,3.5193,3.5563,3.7882,1.9719,29.5,28.2,25.9,IPL,1,WK,England,RHB,28
471342,6,148.48,1,1,RR,Wankhede,field,night,0,1,1,1.25,8.32,25.62,0.724,8.41,27.14,0.732,8.29,26.23,28.12121212,47,0,2,1,2.3917,3.0745,3.7882,1.6967,29.5,28.2,25.9,IPL,3,ALL,India,LHB,27
446507,6,134.1723875,1,1,RR,Wankhede,field,night,0,74,1,1.25,8.32,25.62,0.724,8.41,27.14,0.732,8.29,26.23,26.65151515,92,0,7,6,2.6155,3.5007,4.2372,3.2319,29.5,28.2,25.9,IPL,1,BAT,India,RHB,28
720471,6,130.2927928,1,1,RR,Wankhede,field,night,0,20,1,1.25,8.32,25.62,0.724,8.41,27.14,0.732,8.29,26.23,23.6122449,98,0,12,14,2.6383,3.0745,3.811,3.4015,29.5,28.2,25.9,IPL,2,WK,India,LHB,20
497121,6,140.6633907,1,0,CSK,Pune,field,daynight,0,41,0,0.71,8.01,23.29,1.047,8.42,23.82,1.241,8.12,27.46,21.2037037,67,1,5,3,2.6483,2.0711,3.5316,1.3947,38.9,23.3,18.4,IPL,2,BAT,India,RHB,23
28081,6,134.5309381,2,0,SRH,Pune,field,daynight,1,36,0,0.71,8.01,23.29,0.954,7.97,26.96,1.241,7.6,22.22,38.21649485,338,0,26,8,3.9227,3.5007,4.6634,4.5391,38.9,23.3,18.4,IPL,2,WK,India,RHB,37
625371,6,128.5502959,1,1,RR,Wankhede,field,night,0,74,1,1.25,8.32,25.62,0.724,8.41,27.14,0.732,8.29,26.23,22.28205128,105,0,6,6,2.8721,3.5007,4.2372,1.6967,29.5,28.2,25.9,IPL,2,ALL,India,RHB,25
425943,6,123.5096558,2,1,MI,Wankhede,field,night,1,60,0,1.25,8.23,27.2,1.38,8.43,26.58,0.732,8.32,26.77,26.99082569,121,1,19,8,2.9277,2.6483,3.811,4.1129,29.5,28.2,25.9,IPL,2,WK,Indian,RHB,24
290630,6,120.1984979,1,1,CSK,Pune,field,daynight,0,9,0,0.71,8.01,23.29,1.047,8.42,23.82,1.241,8.12,27.46,29.0974026,192,1,21,19,3.4309,2.6483,3.7554,3.1493,38.9,23.3,18.4,IPL,2,BAT,India,RHB,29
720471,6,130.1622832,1,1,RR,Wankhede,field,night,0,20,1,1.25,8.32,25.62,0.724,8.41,27.14,0.732,8.29,26.23,23.49494949,99,0,12,14,2.6383,3.0745,3.811,3.6581,29.5,28.2,25.9,IPL,2,WK,India,LHB,20
537119,6,107.8740157,1,1,RCB,Indore,field,night,0,5,1,1.744,8.17,21.99,0.604,8.03,24.82,0.573,7.76,21.96,8.5625,31,0,0,3,1.5393,1.6449,1.9422,2.0589,40.2,27.0,24.4,IPL,4,BOWL,India,RHB,30
26421,6,113.6,1,1,RCB,Indore,field,night,0,-4,1,1.744,8.17,21.99,0.604,8.03,24.82,0.573,7.76,21.96,16.13636364,81,0,0,6,2.1893,2.2221,3.8708,2.8927,40.2,27.0,24.4,IPL,3,ALL,India,RHB,32
325012,6,119.1679049,1,1,RCB,Indore,field,night,0,4,1,1.744,8.17,21.99,0.604,8.03,24.82,0.573,7.76,21.96,22.27777778,47,0,3,3,2.3917,3.5007,4.1274,3.4015,40.2,27.0,24.4,IPL,2,ALL,Australia,RHB,29
554691,6,132.630273,1,0,RCB,Indore,field,night,0,11,1,1.744,8.17,21.99,0.604,8.03,24.82,0.573,7.76,21.96,19.7962963,78,0,0,6,2.1893,1.7959,3.3948,3.7451,40.2,27.0,24.4,IPL,3,ALL,India,LHB,24
398439,6,129.7280202,1,1,RCB,Indore,field,night,0,-1,1,1.744,8.17,21.99,0.604,8.03,24.82,0.573,7.76,21.96,24.41666667,91,2,10,3,2.7039,2.2221,3.362,3.3189,40.2,27.0,24.4,IPL,2,BAT,India,RHB,27
422108,6,138.7546967,1,1,RCB,Indore,field,night,0,45,1,1.744,8.17,21.99,0.604,8.03,24.82,0.573,7.76,21.96,39.16666667,80,2,18,3,3.1301,3.5563,4.6634,3.6581,40.2,27.0,24.4,IPL,1,WK,India,RHB,26
253802,6,134.4132976,2,0,Kings XI,Indore,field,night,1,98,0,1.744,7.74,25.41,1.653,8.26,22.62,0.573,8.17,25.66,42.98198198,277,4,74,9,4.4601,3.5007,1.3382,3.5755,40.2,27.0,24.4,IPL,1,BAT,India,RHB,30
277916,6,118.3673469,1,1,KKR,Eden Gardens,field,night,0,19,0,1.428,8.06,26.66,0.792,8.44,27.35,0.847,8.19,24.64,29.17575758,184,1,35,17,3.4865,3.0745,2.8176,3.5755,32.7,24.6,17.0,IPL,2,BAT,India,RHB,30
390484,6,125.6830601,1,1,KKR,Eden Gardens,field,night,0,54,0,1.428,8.06,26.66,0.792,8.44,27.35,0.847,8.19,24.64,14.375,68,0,0,8,2.1893,1.4611,1.3382,1.9533,32.7,24.6,17.0,IPL,3,BOWL,India,RHB,27
604527,6,137.1549894,2,1,RR,Eden Gardens,field,night,1,39,1,1.428,8.25,24.16,1.261,8.39,25.05,0.847,8.09,25.96,28.08695652,52,0,8,2,2.6483,2.6483,3.7554,2.9753,32.7,24.6,17.0,IPL,2,ALL,Indian,LHB,25
308967,6,142.0876227,1,1,KKR,Eden Gardens,field,night,0,85,0,1.428,8.06,26.66,0.792,8.44,27.35,0.847,8.19,24.64,29.09313725,256,0,36,12,3.5193,3.6119,3.7012,3.2319,32.7,24.6,17.0,IPL,1,WK,England,RHB,28
669855,6,133.8235294,1,1,KKR,Eden Gardens,field,night,0,14,0,1.428,8.06,26.66,0.792,8.44,27.35,0.847,8.19,24.64,16.54545455,27,0,0,3,1.9655,1.1591,1.3382,1.0927,32.7,24.6,17.0,IPL,4,BOWL,England,RHB,23
276298,6,163.0356428,2,0,RR,Eden Gardens,field,night,1,29,1,1.428,8.25,24.16,1.261,8.39,25.05,0.847,8.09,25.96,23.13068182,235,1,13,16,3.3753,2.2221,3.811,2.3795,32.7,24.6,17.0,IPL,3,ALL,West Indies,RHB,30
446763,6,130.2654867,1,1,KKR,Eden Gardens,field,night,0,63,0,1.428,8.06,26.66,0.792,8.44,27.35,0.847,8.19,24.64,21.64705882,40,0,2,4,2.3917,1.6449,3.5814,3.6581,32.7,24.6,17.0,IPL,1,BAT,India,RHB,27
390484,6,126.5625,1,1,KKR,Eden Gardens,field,night,0,54,0,1.428,8.06,26.66,0.792,8.44,27.35,0.847,8.19,24.64,14.72727273,69,0,0,8,2.1893,2.1893,2.7618,3.0623,32.7,24.6,17.0,IPL,3,BOWL,India,RHB,27
230558,6,144.4347826,2,1,RR,Eden Gardens,field,night,1,51,1,1.428,8.25,24.16,1.261,8.39,25.05,0.847,8.09,25.96,14.31896552,159,0,6,20,2.8607,2.6483,3.3292,2.3795,32.7,24.6,17.0,IPL,1,ALL,West Indies,LHB,30
425943,6,123.8731219,1,1,KKR,Eden Gardens,field,night,0,24,0,1.428,8.06,26.66,0.792,8.44,27.35,0.847,8.19,24.64,26.98181818,122,1,19,8,2.9277,2.6483,3.4988,3.3189,32.7,24.6,17.0,IPL,2,WK,Indian,RHB,24
625371,6,129.206118,1,1,Kings XI,Wankhede,field,night,0,13,1,1.25,8.32,25.62,0.724,8.41,27.14,0.732,8.29,26.23,22.4556962,106,0,6,6,2.8721,3.5007,4.2372,2.8057,29.3,28.6,25.1,IPL,3,ALL,India,RHB,25
720471,6,130.0333704,1,1,Kings XI,Wankhede,field,night,0,44,1,1.25,8.32,25.62,0.724,8.41,27.14,0.732,8.29,26.23,23.38,100,0,12,14,2.8949,3.0745,3.811,3.3189,29.3,28.6,25.1,IPL,2,WK,India,LHB,20
720471,6,130.2762431,1,1,Kings XI,Wankhede,field,night,0,44,1,1.25,8.32,25.62,0.724,8.41,27.14,0.732,8.29,26.23,23.34653465,101,0,12,14,2.8949,3.0745,3.811,3.3189,29.3,28.6,25.1,IPL,2,WK,India,LHB,20
422108,6,138.7646432,2,1,MI,Wankhede,field,night,1,184,0,1.25,8.23,27.2,1.38,8.43,26.58,0.732,8.32,26.77,38.89552239,81,2,18,3,3.1301,3.5563,2.9544,3.7451,29.3,28.6,25.1,IPL,1,WK,India,RHB,26
34102,6,133.5288941,1,1,Kings XI,Wankhede,field,night,0,8,1,1.25,8.32,25.62,0.724,8.41,27.14,0.732,8.29,26.23,31.83216783,339,6,65,23,4.0142,2.1893,4.2372,4.1129,29.3,28.6,25.1,IPL,2,BAT,India,RHB,31
446507,6,133.90462,1,1,Kings XI,Wankhede,field,night,0,65,1,1.25,8.32,25.62,0.724,8.41,27.14,0.732,8.29,26.23,26.82089552,93,0,7,6,2.6155,3.0745,4.2372,3.3189,29.3,28.6,25.1,IPL,1,BAT,India,RHB,28
554691,6,131.6239316,2,0,MI,Wankhede,field,night,1,20,0,1.25,8.23,27.2,1.38,8.43,26.58,0.732,8.32,26.77,19.96296296,79,0,0,6,2.1893,2.2221,3.3078,2.6361,29.3,28.6,25.1,IPL,2,ALL,India,LHB,24
325012,6,118.9349112,2,1,MI,Wankhede,field,night,1,1,0,1.25,8.23,27.2,1.38,8.43,26.58,0.732,8.32,26.77,21.72972973,48,0,3,3,2.3917,2.6483,1.3382,2.9753,29.3,28.6,25.1,IPL,2,ALL,Australia,RHB,29
471342,6,147.3101266,1,1,Kings XI,Wankhede,field,night,0,58,1,1.25,8.32,25.62,0.724,8.41,27.14,0.732,8.29,26.23,27.38235294,48,0,2,1,2.3917,2.6483,3.7882,3.6581,29.3,28.6,25.1,IPL,2,ALL,India,LHB,27
1081442,6,109.0909091,1,0,Kings XI,Wankhede,field,night,0,17,1,1.25,8.32,25.62,0.724,8.41,27.14,0.732,8.29,26.23,12.0,6,0,0,0,1.9655,2.2221,2.1988,1.0927,29.3,28.6,25.1,IPL,4,BOWL,India,RHB,21
253802,6,134.5587204,1,1,SRH,Bengaluru,field,night,0,24,1,1.145,8.89,27.08,0.766,8.77,27.19,0.774,8.74,27.94,43.1981982,278,4,74,9,4.4601,3.5007,4.2831,4.4835,31.4,21.0,12.0,IPL,1,BAT,India,RHB,30
