ID,GameFormat,SR,BattingInnings,IsOut,Opposition,Ground,TossResult,MatchTime,isTossWon,Fantasy,isHomeGround,GroundWL,GroundRPO,GroundAvg,TossWL,TossRPO,TossAvg,inningsWL,inningsRPO,inningsAverage,Average,Innings,Centuries,Fifties,Zeros,Consistency,Form,Venue,Opps,MaxTemp,MinTemp,MaxWind,Tournament,BattingOrder,Role,Country,Batting Hand,Age
34102,6,135.3553406,1,1,New Zealand,Eden Gardens,bat,night,1,116,1,1.428,8.25,24.16,0.937,7.81,23.9,0.847,8.19,24.64,32.34924623,458,10,94,28,4.0929,3.5563,4.2044,4.2241,29.6,20.6,7.9,Bilateral,1,BAT,India,RHB,34
446507,6,142.271396,1,1,New Zealand,Eden Gardens,bat,night,1,-4,1,1.428,8.25,24.16,0.937,7.81,23.9,0.847,8.19,24.64,31.45323741,180,0,27,12,3.8899,3.0745,3.7554,3.2319,29.6,20.6,7.9,Bilateral,2,BAT,India,RHB,31
720471,3,133.4538443,1,1,New Zealand,Eden Gardens,bat,night,1,63,1,1.428,8.25,24.16,0.937,7.81,23.9,0.847,8.19,24.64,28.39487179,213,4,32,20,3.4537,1.6449,3.811,2.0589,29.6,20.6,7.9,Bilateral,1,WK,India,LHB,23
851403,6,135.0053362,1,1,New Zealand,Eden Gardens,bat,night,1,36,1,1.428,8.25,24.16,0.937,7.81,23.9,0.847,8.19,24.64,38.33333333,49,0,7,1,2.8179,2.6483,1.3382,2.1229,29.6,20.6,7.9,Bilateral,3,ALL,India,LHB,27
720471,6,133.4772182,1,1,New Zealand,Eden Gardens,bat,night,1,63,1,1.428,8.25,24.16,0.937,7.81,23.9,0.847,8.19,24.64,28.39795918,214,4,32,20,3.4537,2.2221,3.811,2.6361,29.6,20.6,7.9,Bilateral,1,WK,India,LHB,23
390481,3,145.7286432,1,1,New Zealand,Eden Gardens,bat,night,1,40,1,1.428,8.25,24.16,0.937,7.81,23.9,0.847,8.19,24.64,16.41509434,144,0,4,18,2.6369,2.2221,3.5644,2.1229,29.6,20.6,7.9,Bilateral,3,ALL,India,RHB,31
823509,3,140.1772526,2,1,India,Eden Gardens,bat,night,0,-4,0,1.428,8.06,26.66,1.066,7.63,24.0,0.847,8.09,25.96,31.42384106,174,5,27,8,4.0014,2.1893,1.3382,2.6361,29.6,20.6,7.9,Bilateral,2,BAT,New Zealand,RHB,25
447261,6,125.3521127,1,0,New Zealand,Eden Gardens,bat,night,1,45,1,1.428,8.25,24.16,0.937,7.81,23.9,0.847,8.19,24.64,12.13636364,45,0,1,7,1.9327,1.6449,2.625,1.0927,29.6,20.6,7.9,Bilateral,4,BOWL,India,RHB,29
720471,6,133.5003579,1,1,New Zealand,Eden Gardens,bat,night,1,63,1,1.428,8.25,24.16,0.937,7.81,23.9,0.847,8.19,24.64,28.40101523,215,4,32,20,3.4537,2.2221,3.811,2.8927,29.6,20.6,7.9,Bilateral,1,WK,India,LHB,23
931581,6,142.024642,1,1,New Zealand,Eden Gardens,bat,night,1,6,1,1.428,8.25,24.16,0.937,7.81,23.9,0.847,8.19,24.64,31.36029412,167,2,23,11,3.8899,3.5007,3.7554,4.0017,29.6,20.6,7.9,Bilateral,2,WK,Indian,LHB,24
554691,6,129.3265749,1,0,New Zealand,Eden Gardens,bat,night,1,2,1,1.428,8.25,24.16,0.937,7.81,23.9,0.847,8.19,24.64,20.76744186,130,0,2,11,3.0959,1.9201,2.4554,1.9533,29.6,20.6,7.9,Bilateral,3,ALL,India,LHB,27
554691,3,129.0974729,1,0,New Zealand,Eden Gardens,bat,night,1,2,1,1.428,8.25,24.16,0.937,7.81,23.9,0.847,8.19,24.64,20.79069767,131,0,2,11,3.0959,2.0711,2.712,2.2099,29.6,20.6,7.9,Bilateral,3,ALL,India,LHB,27
823509,6,140.0118029,2,1,India,Eden Gardens,bat,night,0,-4,0,1.428,8.06,26.66,1.066,7.63,24.0,0.847,8.09,25.96,31.21710526,175,5,27,9,4.0014,2.1565,1.3382,2.8927,29.6,20.6,7.9,Bilateral,2,BAT,New Zealand,RHB,25
931581,3,141.8743769,1,1,New Zealand,Eden Gardens,bat,night,1,6,1,1.428,8.25,24.16,0.937,7.81,23.9,0.847,8.19,24.64,31.16058394,168,2,23,11,3.8899,3.5007,3.3292,4.0017,29.6,20.6,7.9,Bilateral,2,WK,Indian,LHB,24
390481,6,145.8921162,1,1,New Zealand,Eden Gardens,bat,night,1,40,1,1.428,8.25,24.16,0.937,7.81,23.9,0.847,8.19,24.64,16.42990654,145,0,4,18,2.6369,2.2221,3.821,2.3795,29.6,20.6,7.9,Bilateral,3,ALL,India,RHB,31
502714,6,125.9197324,2,1,India,Eden Gardens,bat,night,0,2,0,1.428,8.06,26.66,1.066,7.63,24.0,0.847,8.09,25.96,19.30769231,131,0,0,9,2.7025,2.4973,2.3044,3.1493,29.6,20.6,7.9,Bilateral,3,ALL,New Zealand,LHB,29
446507,3,142.0864478,1,1,New Zealand,Eden Gardens,bat,night,1,-4,1,1.428,8.25,24.16,0.937,7.81,23.9,0.847,8.19,24.64,31.22857143,181,0,27,13,3.8899,2.6483,3.7554,3.0623,29.6,20.6,7.9,Bilateral,2,BAT,India,RHB,31
447261,3,130.3167421,1,0,New Zealand,Eden Gardens,bat,night,1,45,1,1.428,8.25,24.16,0.937,7.81,23.9,0.847,8.19,24.64,13.09090909,46,0,1,7,1.9327,3.0745,3.734,2.5491,29.6,20.6,7.9,Bilateral,4,BOWL,India,RHB,29
1048739,6,92.85714286,2,0,Karnataka,Delhi,field,day,1,20,0,1.041,7.97,26.06,1.268,8.38,26.5,0.847,7.94,25.34,3.25,5,0,0,1,1.3883,1.6449,1.3382,1.3947,26.6,12.4,22.2,Other,3,ALL,India,LHB,25
778963,6,156.4516129,1,1,Tamil Nadu,Delhi,field,day,0,82,0,1.041,7.97,26.06,0.788,8.34,26.9,0.847,8.04,24.75,97.0,4,0,2,0,3.2441,3.2441,4.4068,1.0927,26.6,12.4,22.2,Other,2,BAT,India,RHB,27
777515,6,98.93617021,1,1,Tamil Nadu,Delhi,field,day,0,61,0,1.041,7.97,26.06,0.788,8.34,26.9,0.847,8.04,24.75,13.28571429,14,0,0,1,1.8145,1.9201,1.3382,1.5457,26.6,12.4,22.2,Other,3,BAT,Indian,RHB,28
719719,6,133.1606218,2,0,Karnataka,Delhi,field,day,1,69,0,1.041,7.97,26.06,1.268,8.38,26.5,0.847,7.94,25.34,19.76923077,38,0,0,3,1.9655,2.6483,2.3684,1.8023,26.6,12.4,22.2,Other,3,ALL,India,RHB,26
1151288,6,123.5714286,2,1,Karnataka,Delhi,field,day,1,13,0,1.041,7.97,26.06,1.268,8.38,26.5,0.847,7.94,25.34,43.25,6,0,0,0,3.2441,3.5007,3.8708,1.0927,26.6,12.4,22.2,Other,2,ALL,India,LHB,20
778963,6,149.068323,1,1,Tamil Nadu,Delhi,field,day,0,82,0,1.041,7.97,26.06,0.788,8.34,26.9,0.847,8.04,24.75,80.0,5,0,2,0,3.2441,3.5007,4.6634,3.4015,26.6,12.4,22.2,Other,2,BAT,India,RHB,27
290630,6,124.5205234,1,1,Tamil Nadu,Delhi,field,day,0,25,0,1.041,7.97,26.06,0.788,8.34,26.9,0.847,8.04,24.75,33.39903846,281,3,39,19,3.9127,2.6483,4.6634,3.4885,26.6,12.4,22.2,Other,1,BAT,India,RHB,32
477021,6,127.0045386,2,1,Karnataka,Delhi,field,day,1,22,0,1.041,7.97,26.06,1.268,8.38,26.5,0.847,7.94,25.34,26.234375,85,0,6,4,2.6483,3.5007,4.6406,3.0623,26.6,12.4,22.2,Other,2,ALL,India,RHB,30
398439,6,130.5709024,1,1,Tamil Nadu,Delhi,field,day,0,30,0,1.041,7.97,26.06,0.788,8.34,26.9,0.847,8.04,24.75,24.66086957,129,2,14,5,3.1843,2.6483,3.811,3.9147,26.6,12.4,22.2,Other,2,BAT,India,RHB,30
446507,3,141.9019799,2,0,West Indies,Eden Gardens,field,night,1,74,1,1.428,8.25,24.16,1.261,8.39,25.05,0.847,8.09,25.96,31.0070922,182,0,27,14,3.8899,2.1893,3.7554,1.0927,27.1,12.5,10.2,Bilateral,2,BAT,India,RHB,32
604302,6,139.2671589,1,1,India,Eden Gardens,field,night,0,125,0,1.428,8.06,26.66,0.792,8.44,27.35,0.847,8.19,24.64,25.08866995,239,1,25,20,3.3981,3.0745,1.3382,4.0017,27.1,12.5,10.2,Bilateral,2,WK,West Indian,LHB,27
931581,6,141.7247098,2,1,West Indies,Eden Gardens,field,night,1,12,1,1.428,8.25,24.16,1.261,8.39,25.05,0.847,8.09,25.96,30.96376812,169,2,23,11,3.8899,2.6483,3.3292,3.6311,27.1,12.5,10.2,Bilateral,2,WK,Indian,LHB,25
720471,6,133.5232669,2,1,West Indies,Eden Gardens,field,night,1,59,1,1.428,8.25,24.16,1.261,8.39,25.05,0.847,8.09,25.96,28.4040404,216,4,32,20,3.4537,2.6483,3.811,1.0927,27.1,12.5,10.2,Bilateral,1,WK,India,LHB,24
604302,3,139.2972973,1,1,India,Eden Gardens,field,night,0,125,0,1.428,8.06,26.66,0.792,8.44,27.35,0.847,8.19,24.64,25.26470588,240,1,26,20,3.3981,2.6483,3.5814,4.0573,27.1,12.5,10.2,Bilateral,2,WK,West Indian,LHB,27
820351,3,132.5419803,1,1,India,Eden Gardens,field,night,0,4,0,1.428,8.06,26.66,0.792,8.44,27.35,0.847,8.19,24.64,22.89,122,2,8,9,2.8721,3.5007,1.5948,3.7451,27.1,12.5,10.2,Bilateral,2,BAT,West Indies,RHB,29
446507,6,142.1748951,2,0,West Indies,Eden Gardens,field,night,1,74,1,1.428,8.25,24.16,1.261,8.39,25.05,0.847,8.09,25.96,31.24822695,183,0,27,14,3.8899,1.7631,3.7554,2.9753,27.1,12.5,10.2,Bilateral,2,BAT,India,RHB,32
851403,6,134.9789916,2,0,West Indies,Eden Gardens,field,night,1,48,1,1.428,8.25,24.16,1.261,8.39,25.05,0.847,8.09,25.96,37.79411765,50,0,7,1,3.0745,2.6483,2.7946,1.0927,27.1,12.5,10.2,Bilateral,3,ALL,India,LHB,28
34102,6,135.5024625,2,1,West Indies,Eden Gardens,field,night,1,88,1,1.428,8.25,24.16,1.261,8.39,25.05,0.847,8.09,25.96,32.4085213,459,10,95,28,4.0929,3.5563,4.2044,4.6734,27.1,12.5,10.2,Bilateral,1,BAT,India,RHB,35
720471,3,133.0277386,2,1,West Indies,Eden Gardens,field,night,1,59,1,1.428,8.25,24.16,1.261,8.39,25.05,0.847,8.09,25.96,28.43718593,217,4,32,20,3.4537,3.0745,3.811,2.8243,27.1,12.5,10.2,Bilateral,1,WK,India,LHB,24
820351,6,132.4277457,1,1,India,Eden Gardens,field,night,0,4,0,1.428,8.06,26.66,0.792,8.44,27.35,0.847,8.19,24.64,22.68316832,123,2,8,9,2.8721,2.6483,1.8514,3.3189,27.1,12.5,10.2,Bilateral,2,BAT,West Indies,RHB,29
931581,3,141.6142904,2,1,West Indies,Eden Gardens,field,night,1,12,1,1.428,8.25,24.16,1.261,8.39,25.05,0.847,8.09,25.96,30.79856115,170,2,23,11,3.8899,2.2221,3.3292,3.6311,27.1,12.5,10.2,Bilateral,2,WK,Indian,LHB,25
34102,3,135.6515373,2,1,West Indies,Eden Gardens,field,night,1,88,1,1.428,8.25,24.16,1.261,8.39,25.05,0.847,8.09,25.96,32.4275,460,10,95,28,4.0929,3.5563,4.2044,4.6734,27.1,12.5,10.2,Bilateral,1,BAT,India,RHB,35
720471,3,132.5418994,2,1,West Indies,Eden Gardens,field,night,1,59,1,1.428,8.25,24.16,1.261,8.39,25.05,0.847,8.09,25.96,28.47,218,4,32,20,3.4537,3.0745,3.811,2.8243,27.1,12.5,10.2,Bilateral,1,WK,India,LHB,24
720471,6,132.065468,2,1,West Indies,Eden Gardens,field,night,1,59,1,1.428,8.25,24.16,1.261,8.39,25.05,0.847,8.09,25.96,28.50248756,219,4,32,20,3.4537,2.9235,3.811,3.0809,27.1,12.5,10.2,Bilateral,1,WK,India,LHB,24
253802,3,134.268256,2,1,West Indies,Eden Gardens,field,night,1,27,1,1.428,8.25,24.16,1.261,8.39,25.05,0.847,8.09,25.96,43.51948052,391,5,104,13,4.506,2.4973,4.6306,4.6503,27.1,12.5,10.2,Bilateral,2,BAT,India,RHB,34
253802,6,134.2637055,2,1,West Indies,Eden Gardens,field,night,1,27,1,1.428,8.25,24.16,1.261,8.39,25.05,0.847,8.09,25.96,43.43365696,392,5,104,13,4.506,1.9201,4.6306,4.6503,27.1,12.5,10.2,Bilateral,2,BAT,India,RHB,34
931581,6,141.504454,1,0,West Indies,Eden Gardens,field,night,0,108,1,1.428,8.25,24.16,0.792,8.44,27.35,0.847,8.19,24.64,30.63571429,171,2,23,11,3.8899,1.7959,3.3292,3.6311,28.8,15.0,13.5,Bilateral,2,WK,Indian,LHB,25
34102,3,135.8000209,1,1,West Indies,Eden Gardens,field,night,0,37,1,1.428,8.25,24.16,0.792,8.44,27.35,0.847,8.19,24.64,32.44638404,461,10,95,28,4.0929,3.5563,4.2044,4.6734,28.8,15.0,13.5,Bilateral,1,BAT,India,RHB,35
720471,3,131.5981735,1,1,West Indies,Eden Gardens,field,night,0,0,1,1.428,8.25,24.16,0.792,8.44,27.35,0.847,8.19,24.64,28.53465347,220,4,32,20,3.4537,2.9235,3.811,3.0809,28.8,15.0,13.5,Bilateral,1,WK,India,LHB,24
820351,3,132.3139065,2,0,India,Eden Gardens,field,night,1,136,0,1.428,8.06,26.66,1.261,8.39,25.05,0.847,8.09,25.96,22.48039216,124,2,8,9,2.8721,2.6483,2.108,3.5755,28.8,15.0,13.5,Bilateral,2,BAT,West Indies,RHB,29
390481,3,146.0526316,1,0,West Indies,Eden Gardens,field,night,0,5,1,1.428,8.25,24.16,0.792,8.44,27.35,0.847,8.19,24.64,16.44444444,146,0,4,18,2.6369,2.2221,3.821,1.0927,28.8,15.0,13.5,Bilateral,3,ALL,India,RHB,32
720471,6,131.3439636,1,1,West Indies,Eden Gardens,field,night,0,0,1,1.428,8.25,24.16,0.792,8.44,27.35,0.847,8.19,24.64,28.40394089,221,4,32,20,3.4537,2.3463,3.811,2.7603,28.8,15.0,13.5,Bilateral,1,WK,India,LHB,24
820351,6,133.4652346,2,0,India,Eden Gardens,field,night,1,136,0,1.428,8.06,26.66,1.261,8.39,25.05,0.847,8.09,25.96,23.14705882,125,2,9,9,3.1287,3.5007,3.7554,4.0573,28.8,15.0,13.5,Bilateral,2,BAT,West Indies,RHB,29
390481,6,146.0147905,1,0,West Indies,Eden Gardens,field,night,0,5,1,1.428,8.25,24.16,0.792,8.44,27.35,0.847,8.19,24.64,16.4537037,147,0,4,18,2.6369,2.2221,3.821,1.6967,28.8,15.0,13.5,Bilateral,3,ALL,India,RHB,32
253802,3,134.2591667,1,1,West Indies,Eden Gardens,field,night,0,102,1,1.428,8.25,24.16,0.792,8.44,27.35,0.847,8.19,24.64,43.3483871,393,5,104,13,4.506,2.2221,4.6306,4.6503,28.8,15.0,13.5,Bilateral,2,BAT,India,RHB,34
720471,6,131.0909091,1,1,West Indies,Eden Gardens,field,night,0,0,1,1.428,8.25,24.16,0.792,8.44,27.35,0.847,8.19,24.64,28.2745098,222,4,32,20,3.4537,2.3463,3.811,2.7603,28.8,15.0,13.5,Bilateral,1,WK,India,LHB,24
390481,6,145.9770115,1,0,West Indies,Eden Gardens,field,night,0,5,1,1.428,8.25,24.16,0.792,8.44,27.35,0.847,8.19,24.64,16.46296296,148,0,4,18,2.6369,2.2221,3.821,1.6967,28.8,15.0,13.5,Bilateral,3,ALL,India,RHB,32
931581,3,141.9091206,1,0,West Indies,Eden Gardens,field,night,0,108,1,1.428,8.25,24.16,0.792,8.44,27.35,0.847,8.19,24.64,31.00714286,172,2,24,11,3.8899,2.2221,3.811,3.6867,28.8,15.0,13.5,Bilateral,2,WK,Indian,LHB,25
446507,3,142.4446583,1,1,West Indies,Eden Gardens,field,night,0,18,1,1.428,8.25,24.16,0.792,8.44,27.35,0.847,8.19,24.64,31.4893617,184,0,27,14,3.8899,2.6155,3.7554,3.4015,28.8,15.0,13.5,Bilateral,2,BAT,India,RHB,32
851403,6,135.6476684,1,1,West Indies,Eden Gardens,field,night,0,69,1,1.428,8.25,24.16,0.792,8.44,27.35,0.847,8.19,24.64,38.5,51,0,7,1,3.0745,2.6483,3.9036,2.5491,28.8,15.0,13.5,Bilateral,3,ALL,India,LHB,28
390481,3,145.9392945,1,0,West Indies,Eden Gardens,field,night,0,5,1,1.428,8.25,24.16,0.792,8.44,27.35,0.847,8.19,24.64,16.47222222,149,0,4,18,2.6369,2.2221,3.821,1.9533,28.8,15.0,13.5,Bilateral,3,ALL,India,RHB,32
34102,6,135.7433066,1,1,West Indies,Eden Gardens,field,night,0,37,1,1.428,8.25,24.16,0.792,8.44,27.35,0.847,8.19,24.64,32.41293532,462,10,95,28,4.0929,3.5007,4.2044,4.6734,28.8,15.0,13.5,Bilateral,1,BAT,India,RHB,35
604302,6,139.3267433,2,1,India,Eden Gardens,field,night,1,120,0,1.428,8.06,26.66,1.261,8.39,25.05,0.847,8.09,25.96,25.43902439,241,1,27,20,3.3981,3.0745,3.8936,4.0573,28.8,15.0,13.5,Bilateral,2,WK,West Indian,LHB,27
253802,6,134.2288557,1,1,West Indies,Eden Gardens,field,night,0,102,1,1.428,8.25,24.16,0.792,8.44,27.35,0.847,8.19,24.64,43.37620579,394,5,105,13,4.506,3.0745,4.6306,4.6503,28.8,15.0,13.5,Bilateral,2,BAT,India,RHB,34
446507,6,142.4271534,1,1,West Indies,Eden Gardens,field,night,0,18,1,1.428,8.25,24.16,0.792,8.44,27.35,0.847,8.19,24.64,31.32394366,185,0,27,14,3.8899,2.6155,3.7554,3.6581,28.8,15.0,13.5,Bilateral,2,BAT,India,RHB,32
720471,3,130.8390023,1,1,West Indies,Eden Gardens,field,night,0,0,1,1.428,8.25,24.16,0.792,8.44,27.35,0.847,8.19,24.64,28.14634146,223,4,32,20,3.4537,1.9201,3.811,3.0169,28.8,15.0,13.5,Bilateral,1,WK,India,LHB,24
604302,3,139.4556025,2,1,India,Eden Gardens,field,night,1,120,0,1.428,8.06,26.66,1.261,8.39,25.05,0.847,8.09,25.96,25.61650485,242,1,28,20,3.3981,3.5563,4.1502,4.1129,28.8,15.0,13.5,Bilateral,2,WK,West Indian,LHB,27
677077,3,161.1940299,2,1,India,Eden Gardens,field,night,1,61,0,1.428,8.06,26.66,1.261,8.39,25.05,0.847,8.09,25.96,30.85714286,27,0,1,1,2.8179,3.0745,1.3382,1.0927,27.9,17.4,24.0,Bilateral,3,ALL,West Indies,RHB,28
642519,6,129.1553134,1,1,West Indies,Eden Gardens,field,night,0,53,1,1.428,8.25,24.16,0.792,8.44,27.35,0.847,8.19,24.64,31.39072848,183,2,28,9,3.9227,2.6483,3.7882,2.0589,27.9,17.4,24.0,Bilateral,2,BAT,Indian,RHB,28
604302,3,139.5816993,2,1,India,Eden Gardens,field,night,1,115,0,1.428,8.06,26.66,1.261,8.39,25.05,0.847,8.09,25.96,25.79227053,243,1,29,20,3.3981,3.5563,4.4068,4.1129,27.9,17.4,24.0,Bilateral,2,WK,West Indian,LHB,27
1060380,3,133.8451695,1,1,West Indies,Eden Gardens,field,night,0,8,1,1.428,8.25,24.16,0.792,8.44,27.35,0.847,8.19,24.64,37.35714286,63,1,16,2,3.1301,3.5563,1.3382,1.0927,27.9,17.4,24.0,Bilateral,1,BAT,India,RHB,25
1060380,6,133.418205,1,1,West Indies,Eden Gardens,field,night,0,8,1,1.428,8.25,24.16,0.792,8.44,27.35,0.847,8.19,24.64,36.77192982,64,1,16,2,3.1301,3.5007,1.4892,1.2437,27.9,17.4,24.0,Bilateral,1,BAT,India,RHB,25
720471,3,130.5882353,1,1,West Indies,Eden Gardens,field,night,0,62,1,1.428,8.25,24.16,0.792,8.44,27.35,0.847,8.19,24.64,28.01941748,224,4,32,20,3.4537,1.3429,3.811,2.5907,27.9,17.4,24.0,Bilateral,1,WK,India,LHB,24
446507,3,142.4097156,1,1,West Indies,Eden Gardens,field,night,0,133,1,1.428,8.25,24.16,0.792,8.44,27.35,0.847,8.19,24.64,31.16083916,186,0,27,14,3.8899,2.6483,3.7554,3.6581,27.9,17.4,24.0,Bilateral,2,BAT,India,RHB,32
677077,6,159.5155709,2,1,India,Eden Gardens,field,night,1,61,0,1.428,8.06,26.66,1.261,8.39,25.05,0.847,8.09,25.96,30.73333333,28,0,1,1,2.8179,2.6483,2.7618,2.5491,27.9,17.4,24.0,Bilateral,3,ALL,West Indies,RHB,28
720471,3,130.4425972,1,1,West Indies,Eden Gardens,field,night,0,62,1,1.428,8.25,24.16,0.792,8.44,27.35,0.847,8.19,24.64,28.04830918,225,4,32,20,3.4537,1.3429,3.811,3.0169,27.9,17.4,24.0,Bilateral,1,WK,India,LHB,24
604302,6,139.4628099,2,1,India,Eden Gardens,field,night,1,115,0,1.428,8.06,26.66,1.261,8.39,25.05,0.847,8.09,25.96,25.96153846,244,1,30,20,3.4537,3.6119,4.6634,4.5947,27.9,17.4,24.0,Bilateral,2,WK,West Indian,LHB,27
446507,6,143.0696203,1,1,West Indies,Eden Gardens,field,night,0,133,1,1.428,8.25,24.16,0.792,8.44,27.35,0.847,8.19,24.64,31.39583333,187,0,28,14,3.8899,3.5007,3.811,3.9147,27.9,17.4,24.0,Bilateral,2,BAT,India,RHB,32
720471,6,130.2989737,1,1,West Indies,Eden Gardens,field,night,0,62,1,1.428,8.25,24.16,0.792,8.44,27.35,0.847,8.19,24.64,28.07692308,226,4,32,20,3.4537,2.0711,3.811,3.4245,27.9,17.4,24.0,Bilateral,1,WK,India,LHB,24
34102,3,135.6868046,1,1,West Indies,Eden Gardens,field,night,0,5,1,1.428,8.25,24.16,0.792,8.44,27.35,0.847,8.19,24.64,32.37965261,463,10,95,28,4.0929,3.0745,4.2044,4.6734,27.9,17.4,24.0,Bilateral,2,BAT,India,RHB,35
820351,6,134.5706371,2,1,India,Eden Gardens,field,night,1,59,0,1.428,8.06,26.66,1.261,8.39,25.05,0.847,8.09,25.96,23.81372549,126,2,10,9,3.1843,3.5007,4.2372,4.4835,27.9,17.4,24.0,Bilateral,2,BAT,West Indies,RHB,29
34102,6,135.5481728,1,1,West Indies,Eden Gardens,field,night,0,5,1,1.428,8.25,24.16,0.792,8.44,27.35,0.847,8.19,24.64,32.31683168,464,10,95,28,4.0929,2.6483,4.2044,4.2472,27.9,17.4,24.0,Bilateral,2,BAT,India,RHB,35
720471,6,130.1573233,1,1,West Indies,Eden Gardens,field,night,0,62,1,1.428,8.25,24.16,0.792,8.44,27.35,0.847,8.19,24.64,28.10526316,227,4,32,20,3.4537,2.4973,3.811,3.4245,27.9,17.4,24.0,Bilateral,1,WK,India,LHB,24
851403,6,136.5208545,1,0,West Indies,Eden Gardens,field,night,0,77,1,1.428,8.25,24.16,0.792,8.44,27.35,0.847,8.19,24.64,38.34285714,52,0,7,1,3.0745,3.0745,3.7012,3.4015,27.9,17.4,24.0,Bilateral,3,ALL,India,LHB,28
820351,3,134.9092908,2,1,India,Eden Gardens,field,night,1,59,0,1.428,8.06,26.66,1.261,8.39,25.05,0.847,8.09,25.96,23.82524272,127,2,10,9,3.1843,3.5007,4.2372,4.0573,27.9,17.4,24.0,Bilateral,2,BAT,West Indies,RHB,29
642519,3,129.2729246,1,1,West Indies,Eden Gardens,field,night,0,53,1,1.428,8.25,24.16,0.792,8.44,27.35,0.847,8.19,24.64,31.34868421,184,2,28,9,3.9227,2.2221,3.7882,2.8927,27.9,17.4,24.0,Bilateral,2,BAT,Indian,RHB,28
234675,3,126.5406738,1,0,Sri Lanka,Lucknow,field,night,0,7,1,1.105,7.56,21.35,1.0,8.03,24.56,1.15,7.59,23.65,24.2519685,215,0,2,11,3.3525,3.0745,1.3382,1.9079,28.3,15.2,11.5,Bilateral,2,ALL,India,LHB,34
552152,6,79.10447761,2,0,India,Lucknow,field,night,1,48,0,1.105,7.27,26.1,1.0,7.55,26.47,1.15,7.15,22.59,5.129032258,56,0,0,8,1.4611,1.7959,1.3382,2.4211,28.3,15.2,11.5,Bilateral,3,BOWL,Sri Lanka,RHB,30
552152,3,85.11627907,2,0,India,Lucknow,field,night,1,48,0,1.105,7.27,26.1,1.0,7.55,26.47,1.15,7.15,22.59,5.903225806,57,0,0,8,1.6121,2.2221,2.7946,2.5721,28.3,15.2,11.5,Bilateral,3,BOWL,Sri Lanka,RHB,30
642519,6,129.3895192,1,0,Sri Lanka,Lucknow,field,night,0,111,1,1.105,7.56,21.35,1.0,8.03,24.56,1.15,7.59,23.65,31.30718954,185,2,28,9,3.9227,2.6483,1.3382,3.1493,28.3,15.2,11.5,Bilateral,2,BAT,Indian,RHB,28
720471,6,130.0176056,1,1,Sri Lanka,Lucknow,field,night,0,179,1,1.105,7.56,21.35,1.0,8.03,24.56,1.15,7.59,23.65,28.13333333,228,4,32,20,3.4537,2.6483,1.3382,3.6581,28.3,15.2,11.5,Bilateral,1,WK,India,LHB,24
34102,6,135.409972,1,1,Sri Lanka,Lucknow,field,night,0,68,1,1.105,7.56,21.35,1.0,8.03,24.56,1.15,7.59,23.65,32.25432099,465,10,95,28,4.0929,2.2221,3.8839,3.6542,28.3,15.2,11.5,Bilateral,1,BAT,India,RHB,35
642519,3,129.9463807,1,0,Sri Lanka,Lucknow,field,night,0,111,1,1.105,7.56,21.35,1.0,8.03,24.56,1.15,7.59,23.65,31.67973856,186,2,29,9,3.9227,3.0745,3.5814,3.5755,28.3,15.2,11.5,Bilateral,2,BAT,Indian,RHB,28
34102,3,135.4168819,1,1,Sri Lanka,Lucknow,field,night,0,68,1,1.105,7.56,21.35,1.0,8.03,24.56,1.15,7.59,23.65,32.28325123,466,10,95,28,4.0929,2.0711,4.1405,3.6542,28.3,15.2,11.5,Bilateral,1,BAT,India,RHB,35
234675,6,126.4561116,1,0,Sri Lanka,Lucknow,field,night,0,7,1,1.105,7.56,21.35,1.0,8.03,24.56,1.15,7.59,23.65,24.27559055,216,0,2,11,3.3525,3.5007,1.6402,2.1645,28.3,15.2,11.5,Bilateral,2,ALL,India,LHB,34
720471,3,130.3695652,1,1,Sri Lanka,Lucknow,field,night,0,179,1,1.105,7.56,21.35,1.0,8.03,24.56,1.15,7.59,23.65,28.42180095,229,4,33,20,3.4537,3.5007,3.5814,3.9147,28.3,15.2,11.5,Bilateral,1,WK,India,LHB,24
720471,3,130.7130584,1,1,Sri Lanka,Lucknow,field,night,0,179,1,1.105,7.56,21.35,1.0,8.03,24.56,1.15,7.59,23.65,28.70754717,230,4,34,20,3.4537,3.5007,3.8936,3.9147,28.3,15.2,11.5,Bilateral,1,WK,India,LHB,24
720471,6,131.0483871,1,1,Sri Lanka,Lucknow,field,night,0,179,1,1.105,7.56,21.35,1.0,8.03,24.56,1.15,7.59,23.65,28.99061033,231,4,35,20,3.4537,3.5563,4.1502,4.2269,28.3,15.2,11.5,Bilateral,1,WK,India,LHB,24
425943,6,129.587217,2,1,Sri Lanka,Dharamsala,field,night,1,77,1,1.0,8.2,24.62,1.083,7.87,27.2,1.066,7.76,21.08,27.49152542,198,3,30,15,3.4865,3.5007,1.3382,2.8927,10.2,5.8,11.4,Bilateral,2,WK,Indian,RHB,28
34102,6,135.4237463,2,1,Sri Lanka,Dharamsala,field,night,1,1,1,1.0,8.2,24.62,1.083,7.87,27.2,1.066,7.76,21.08,32.31203931,467,10,95,28,4.0929,2.6483,4.3971,3.6542,10.2,5.8,11.4,Bilateral,1,BAT,India,RHB,35
